Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,DES_CLAV,RANGO_MA,MUESTRA,ESTADO,LONG_,LAT,TIPO_ROCA,ROCA,METODO,MINERAL,EDAD_MA,ERROR,TIPO_EDAD,HEREDADOS,REFERENCIA,UNIDAD,LOC_TIPO,OBSERVA,PDF,CARTA50,CARTA250,TABLACRONO
,,,,,,"-1","0","-1",,,Cretácico Superior-Turoniano,89.8 - 93.9,SSPM-7-24-1-88,Baja California,-115.441284,30.947873,Plutónica,Tonalita Hbl-Bt,Ar-Ar,Biotita,"92.3",0.5,Edad de enfriamiento,,"Ortega-Rivera et al., 1997",Plutón San Pedro Mártir,Sierra San Pedro Mártir,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SANTA CRUZ H11-B55,LAZARO CARDENAS H11-5-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Coniaciano,86.3 - 89.8,61_LJ-7-31-2,Baja California,-115.992517,32.207023,Plutónica,ND,Ar-Ar,Biotita,"88.6",1,Edad de enfriamiento,,"Ortega-Rivera, 2003",Plutón Laguna Juárez,,Edad de meseta,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,ARROYO DE SAUZ I11-D84,MEXICALI I11-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,BC0548,Baja California,-114.021778,28.655778,Volcánica,Andesita,K-Ar,Roca total,"3.36",0.12,Edad de enfriamiento,,"Pallares et al., 2008",Campo Volcánico San Borja,Rosarito,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,ROSARITO H11-D69,ISLA CEDROS H11-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Inferior-Albiano,100.5 - 113,BIB-3,Baja California,-116.553228,31.875895,Plutónica,Granodiorita,K-Ar,Biotita,"106.4",0.8,Edad de enfriamiento,,"Krummenacher et al., 1975",Cinturón Batolítico Peninsular,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,ENSENADA H11-B12,ENSENADA H11-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,AMCND05,Durango,-104.830441,23.990425,Volcánica,Riolita,K-Ar,Sanidino,"30.8",0.8,,,"Nieto-Samaniego et al., 1996",,La Sauceda,,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,H96-9,Durango,-104.865297,23.930295,Volcánica,Basalto,Ar-Ar,Hornblenda,"11.59",0.05,Edad de enfriamiento,,"Henry y Aranda-Gómez, 2000",,,,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK 20,Durango,-104.74,24.07,Volcánica,Ignimbrita,K-Ar,Feldespato K,"31",0.7,Formación de la roca,,"McDowell y Keizer, 1977",Fm. Aguila,7.5 Km noroeste de Cd. Durango,,,DURANGO OESTE G13-D81,DURANGO G13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,CO-1,Durango,-104.768397,24.971669,Volcánica,Andesita,K-Ar,Roca total,"27",2,Edad de enfriamiento,,"Solé et al., 2007",,,,,GUATIMAPE G13-D51,DURANGO G13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,PED-3-6,Durango,-105.83333333,24.1,Plutónica,Granodiorita,K-Ar,Biotita,"37.9",1.8,Edad de enfriamiento,,"Clark et al., 1979",,,Coordenadas estimadas,,TAYOLTITA G13-C87,DURANGO G13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,EE-2002-2,Durango,-105.94780917,24.0924561,Plutónica,Granito,Ar-Ar,Biotita,"46.3",0.68,Edad de cristalización,,"Enriquez et al., 2018",Intrusivo Piaxtla,,Edad de isócrona,,TAYOLTITAL G13-C87,DURANGO G13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,EE-2002-1,Durango,-105.90650167,24.1299564,Veta,Veta mineralizada,Ar-Ar,Adularia,"37.83",0.21,Edad de mineralización,,"Enriquez et al., 2018",Venta Cristina,,Edad integrada,,TAYOLTITAL G13-C87,DURANGO G13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,SD-48,Durango,-105.98216528,24.11701444,Mineralización,Veta mineralizada,Ar-Ar,Adularia,"34.35",0.1,Edad mínima de cristalización,38.91±0.14,"Montoya-Lopera et al., 2020",,,Edad de meseta/Coordenadas estimadas,,TAYOLTITA G13-C87,DURANGO G13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,SD-42,Durango,-105.95771111,24.12635056,Mineralización,Veta mineralizada,Ar-Ar,Adularia,"32.05",0.22,Edad de cristalización,,"Montoya-Lopera et al., 2020",,,Edad de meseta/Coordenadas estimadas,,TAYOLTITA G13-C87,DURANGO G13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,SD-43,Durango,-105.96456722,24.14516472,Mineralización,Veta mineralizada,Ar-Ar,Adularia,"32.14",0.18,Edad de cristalización,,"Montoya-Lopera et al., 2020",,,Edad de meseta/Coordenadas estimadas,,TAYOLTITA G13-C87,DURANGO G13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,UAKA-77-111,Durango,-106.56666667,25.2166667,Volcánica,Toba,K-Ar,Biotita,"37.1",0.8,Edad de enfriamiento,,"Clark et al., 1979",,,Coordenadas estimadas,,TOPIA G13-C45,PERICOS G13-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,UAKA-77-111,Durango,-106.340575,25.0890583,Volcánica,Riolita,K-Ar,Plagioclasa,"37.9",0.6,Edad de enfriamiento,,"Loucks et al., 1988.",,"Río Topia, Dgo.",Coordenadas estimadas,,TOPIA G13-C45,PERICOS G13-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,TOX-46,Durango,-106.340575,25.0890583,Volcánica,Dacita,K-Ar,Hbl+Bt,"23.7",0.5,Edad de enfriamiento,,"Loucks et al., 1988.",,"Río Topia, Dgo.",Coordenadas estimadas,,TOPIA G13-C45,PERICOS G13-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,AN-101,Durango,-106.340575,25.0890583,Veta hidrotermal,Adularia,K-Ar,Adularia,"43.8",1.4,Edad de mineralización,,"Loucks et al., 1988.",,"Río Topia, Dgo.",Coordenadas estimadas,,TOPIA G13-C45,PERICOS G13-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,Na 55 a,Durango,-104.200432,25.190374,Volcánica,Basalto alcalino,K-Ar,Roca total,"22.1",0.4,,,"Aguirre-Díaz y McDowell, 1993",,Nazas,,,NAZAS G13-D43,SANTIAGO PAPASQUIARO G13-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,H90ND30b,Durango,-104.480779,25.095363,Volcánica,Hawaita,K-Ar,Plagioclasa,"23.8",0.7,,,"Luhr et al., 2001",Graben Rodeo,,Coordenadas estimadas.,,RODEO G13-D42,SANTIAGO PAPASQUIARO G13-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK 17,Durango,-104.75,23.96,Volcánica,Ignimbrita,K-Ar,Feldespato K,"31.2",0.7,Formación de la roca,,"McDowell y Keizer, 1977",Fm. Tunal,"11 Km al suroeste de Cd. Durango, reservosio Guadalupe Victoría",,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK 22,Durango,-104.5,23.87,Volcánica,Ignimbrita,K-Ar,Feldespato K,"31.4",0.7,Formación de la roca,,"McDowell y Keizer, 1977",Toba Registro,"Camino entre Cd. Durango y Mezquital, 42 Km sureste de Cd. Durango",,,SANTIAGO BAYACORA F13-B12,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,3-71-3,Durango,-105.380298,23.750293,Volcánica,Ignimbrita,Ar-Ar,Anortoclasa,"23.88",0.06,Edad de enfriamiento,,"McDowell y McIntosh, 2012",Toba El Salto,,,,PINO GORDO F13-A28,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,3-71-6,Durango,-105.5403,23.750291,Volcánica,Ignimbrita,Ar-Ar,Sanidino,"23.98",0.07,Edad de enfriamiento,,"McDowell y McIntosh, 2012",Toba El Salto,,,,PINO GORDO F13-A28,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK-15,Durango,-104.950299,23.930294,Volcánica,Ignimbrita,Ar-Ar,Sanidino,"30.23",0.09,Edad de enfriamiento,,"McDowell y McIntosh, 2012",Toba Soldado,,,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK-14,Durango,-105.010299,23.910294,Volcánica,Ignimbrita,Ar-Ar,Sanidino,"30.41",0.13,Edad de enfriamiento,,"McDowell y McIntosh, 2012",Toba Saltito,,,,LLANO GRANDE F13-A19,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK-2,Durango,-104.770298,23.980296,Volcánica,Ignimbrita,Ar-Ar,Sanidino,"30.47",0.09,Edad de enfriamiento,,"McDowell y McIntosh, 2012",Toba Saltito,,,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK-17,Durango,-104.760297,23.960296,Volcánica,Ignimbrita,Ar-Ar,Anortoclasa,"31.27",0.18,Edad de enfriamiento,,"McDowell y McIntosh, 2012",Toba Tunal,,,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK-22,Durango,-104.420284,23.770303,Volcánica,Ignimbrita,Ar-Ar,Sanidino,"32.23",0.08,Edad de enfriamiento,,"McDowell y McIntosh, 2012",Toba Registro,,,,SANTIAGO BAYACORA F13-B12,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,AR-391,Durango,-104.65276,23.13281,Volcánica,Basalto,K-Ar,Roca total,"21",2,Edad de enfriamiento,,"Solé et al., 2007",,,,,LA CANDELARIA DEL ALTO F13-B42,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,AR-390,Durango,-104.652767,23.291696,Volcánica,Riolita,K-Ar,Sanidino,"27",1,Edad de enfriamiento,,"Solé et al., 2007",,,,,EL MEZQUITAL F13-B32,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,AR-387,Durango,-104.758043,23.197252,Volcánica,Ignimbrita dacítica,K-Ar,Sanidino,"28",1,Edad de enfriamiento,,"Solé et al., 2007",,,,,TAXICARINGA F13-B41,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,OJA-153C,Durango,-104.727229,23.67669,Volcánica,Riolita,K-Ar,Sanidino,"29",2,Edad de enfriamiento,,"Solé et al., 2007",,,,,ASERRADERO LA FLOR F13-B21,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,OJA-53,Durango,-104.41945,23.764747,Volcánica,Basalto,K-Ar,Plagioclasa,"31",2,Edad de enfriamiento,,"Solé et al., 2007",,,,,SANTIAGO BAYACORA F13-B12,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,UAKA-74-68,Durango,-105.7,23.95,Plutónica,Cuarzodiorita,K-Ar,Biotita,"48.9",1,Edad de enfriamiento,,"Clark et al., 1979",,,Coordenadas estimadas,,BORBOLLONES F13-A17,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,JAG  1,Durango,-104.970444,23.890429,Volcánica,Riolita,K-Ar,Biotita,"29.2",0.8,Edad de enfriamiento,,"Aguillón-Robles et al., 1994",,Casas Tepetate,,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,*,Durango,-104.970444,23.890429,Volcánica,Ignimbrita,K-Ar,Roca total,"29",1.5,,,"Labarthe-Hernández et al., 1982",,La Cantera,,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,HP 10,Durango,-104.950443,23.900429,Plutónica,Dique andesítico,K-Ar,Hornblenda,"29.5",0.7,,,"Henry y Fredrikson, 1987",,N de San Ignacio,,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,3ND71ND2  F,Durango,-105.32045,23.750434,Volcánica,Ignimbrita,K-Ar,Feldespato,"23.2",0.5,,,"McDowell y Keitzer, 1977",,SE de El Salto,,,REGOCIJO F13-A29,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,3 71ND3ND  F,Durango,-105.32045,23.750434,Volcánica,Ignimbrita,K-Ar,Feldespato,"23.9",0.5,,,"McDowell y Keitzer, 1977",,SE de El Salto,,,REGOCIJO F13-A29,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK 11,Durango,-104.87,23.92,Volcánica,Ignimbrita,K-Ar,Feldespato K,"28.6",0.6,Formación de la roca,,"McDowell y Keizer, 1977",Toba de caída,"Sur de la carretera 40, a 35 Km de la Cd. de Durango",,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK 15,Durango,-104.95,23.9,Volcánica,Ignimbrita,K-Ar,Feldespato K,"28.8",1.1,Formación de la roca,,"McDowell y Keizer, 1977",Fm. Soldado,"A lo largo de la carretera 40, a 44.5 Km de Cd. Durango",,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,R-12,México,-98.667243,19.150668,Volcánica,Andesita,K-Ar,Plagioclasa,"0.58",0.11,,,"Nixon et al., en preparación",Faja Volcánica Trans-Mexicana Central,Iztaccihuatl,,,AMECAMECA E14-B41,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,LG-10,México,-98.745856,19.171223,Volcánica,Dacita,K-Ar,Roca total,"0.58",0.12,,,"Nixon et al., en preparación",Faja Volcánica Trans-Mexicana Central,Iztaccihuatl,,,AMECAMECA E14-B41,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,lz 254,México,-98.630298,19.11067,Volcánica,Dacita,K-Ar,Roca total,"0.27",0,,,"Nixon, 1989",,lztaccihuatl,,,HUEJOTZINGO E14-B42,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Hadeano,4000 - 4600,TX3,México,-99.901274,19.988624,,,C,Carbón,"4580",110,kA,,"Langridge et al., 2000",Graben Acambay,Tixmadejé Chiquito,Coordenadas estimadas.,,ATLACOMULCO E14-A17,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Hadeano,4000 - 4600,T2UOL,México,-99.707892,19.904461,,,C,Carbón,"4210",70,kA,,"Langridge et al., 2000",Graben Acambay,Cerro Palos,Coordenadas estimadas.,,ATLACOMULCO E14-A17,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Holoceno,act.-0.0117,MX181/J,México,-99.707892,19.904461,,,C,Carbón,"30260",960,kA,,"Langridge et al., 2000",Graben Acambay,Cerro Palos,Coordenadas estimadas./Edad en años,,ATLACOMULCO E14-A17,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,*,México,-99.000307,19.460652,Volcánica,Andesita,K-Ar,Roca total,"31.1",0,,,"Mooser et al., 1974",,,"Muestra de pozo Texcoco, a -1500 m.",,CD. DE MEXICO E14-A39,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,*,México,-99.000307,19.460652,Volcánica,Andesita,K-Ar,Roca total,"25.7",0,,,"Pérez-Cruz, 1988",,,"Muestra de pozo Texcoco, a -1000 m.",,CD. DE MEXICO E14-A39,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK-11,Durango,-104.850297,23.930296,Volcánica,Toba de caída,Ar-Ar,Sanidino,"30.06",0.09,Edad de enfriamiento,,"McDowell y McIntosh, 2012",,,,,PRESA PRESIDENTE GUADALUPE VICTORIA F13-B11,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Coniaciano,86.3 - 89.8,UAKA-74-79,Durango,-104.11666667,23.75,Plutónica,Cuarzodiorita,K-Ar,Hornblenda,"87.4",2,Edad de enfriamiento,,"Clark et al., 1979",,,Coordenadas estimadas,,NOMBRE DE DIOS F13-B13,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Campaniano,72.1 - 83.6,UAKA-77-117,Durango,-104.11666667,23.75,Plutónica,Cuarzodiorita,K-Ar,Hornblenda,"79.2",1.8,Edad de enfriamiento,,"Clark et al., 1979",,,Coordenadas estimadas,,NOMBRE DE DIOS F13-B13,EL SALTO F13-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,HG-1,Durango,-105.533734,26.133584,Volcánica,Toba riolítica,K-Ar,Sanidino,"32.9",0.6,Edad de enfriamiento,,"Tuta et al., 1988",,,,,CINCO DE JULIO G13-A88,HIDALGO DEL PARRAL G13-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,HG-2,Durango,-105.533734,26.133584,Volcánica,Toba riolítica,Ar-Ar,Biotita,"39.6",0.5,Edad de enfriamiento,,"Tuta et al., 1988",,,,,CINCO DE JULIO G13-A88,HIDALGO DEL PARRAL G13-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,HG-2,Durango,-105.533734,26.133584,Volcánica,Toba riolítica,K-Ar,Sanidino,"42.7",0.5,Edad de enfriamiento,,"Tuta et al., 1988",,,,,CINCO DE JULIO G13-A88,HIDALGO DEL PARRAL G13-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,SR-R1,Durango,-102.71222222,24.8788889,Volcánica,Riolita,Ar-Ar,Sanidino,"93.9",0.6,Edad de enfriamiento,,"Bartolini, 1998 (en Bartolini et al., 2003)",Fm. Nazas,Sierra de Ramírez,Coordenadas estimadas,,ESTACION LA MANCHA G13-D57,JUAN ALDAMA G13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Paleoceno,56 - 66,VJ-1,Durango,-103.41805556,24.9455556,Volcánica,Riolita,Ar-Ar,Sa-Pl,"59.3",1.6,Edad de enfriamiento,,"Bartolini, 1998 (en Bartolini et al., 2003)",Fm. Nazas,Cerritos Colorados,Coordenadas estimadas,,LA LAGUNILLA G13-D55,JUAN ALDAMA G13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Paleoceno,56 - 66,CC-V,Durango,-103.41805556,24.9455556,Volcánica,Riolita,Ar-Ar,Plagioclasa,"62.6",5.2,Edad de enfriamiento,,"Bartolini, 1998 (en Bartolini et al., 2003)",Fm. Nazas,Cerritos Colorados,Coordenadas estimadas,,LA LAGUNILLA G13-D55,JUAN ALDAMA G13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Turoniano,89.8 - 93.9,CC-D,Durango,-103.41805556,24.9455556,Intrusiva,Dique riolítco,Ar-Ar,Plagioclasa,"93",9,Edad de enfriamiento,,"Bartolini, 1998 (en Bartolini et al., 2003)",Fm. Nazas,Cerritos Colorados,Coordenadas estimadas,,LA LAGUNILLA G13-D55,JUAN ALDAMA G13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,EN 167,México,-99.510318,19.710639,Volcánica,Andesita,K-Ar,Roca total,"13.57",0.6,,,"Jacobo-Albarrán, 1986",,Chapa de Mota,,,VILLA DEL CARBON E14-A28,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleoarqueano,3200 - 3600,G-1,México,-99.839122,19.919658,,,C,Carbón,"3280",70,kA,,"Langridge et al., 2000",Graben Acambay,,Coordenadas estimadas.,,ATLACOMULCO E14-A17,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,*,México,-99.090309,19.600645,Volcánica,Basalto,K-Ar,Roca total,"14.2",0.7,,,"Mooser et al., 1974",,Sierra  de Guadalupe,,,CUAUTITLAN E14-A29,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,ND,México,-99.350314,19.550647,Volcánica,Dacita,K-Ar,Roca total,"3.4",0,,,"Negendank et al., 1985",,Sierra Las Cruces,,,VILLA DEL CARBON E14-A28,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,LG 4,México,-98.680299,19.210665,Volcánica,Dacita,K-Ar,Roca total,"0.9",0.07,,,"Nixon et al., 1987",,lztaccihuatl,,,AMECAMECA E14-B41,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
